text,video_url,start_time_seconds,speaker
can practice in daily,https://www.youtube.com/watch?v=F2e-HoCO62s,425.76,Speaker
life whenever we see forms when I see,https://www.youtube.com/watch?v=F2e-HoCO62s,428.64,Speaker
form Whenever there any feelings Strang,https://www.youtube.com/watch?v=F2e-HoCO62s,432.28,Speaker
happen takes place within our mind when,https://www.youtube.com/watch?v=F2e-HoCO62s,435.44,Speaker
our I see for example a beautiful,https://www.youtube.com/watch?v=F2e-HoCO62s,438.84,Speaker
flowers to my,https://www.youtube.com/watch?v=F2e-HoCO62s,441.88,Speaker
like there are there is a change within,https://www.youtube.com/watch?v=F2e-HoCO62s,444.04,Speaker
our heart so we have the mindfulness to,https://www.youtube.com/watch?v=F2e-HoCO62s,446.76,Speaker
recognize that,https://www.youtube.com/watch?v=F2e-HoCO62s,449.56,Speaker
change when our ears hear sound and,https://www.youtube.com/watch?v=F2e-HoCO62s,450.92,Speaker
there's a change within our mind when,https://www.youtube.com/watch?v=F2e-HoCO62s,455.08,Speaker
the sound takes place for example people,https://www.youtube.com/watch?v=F2e-HoCO62s,457.48,Speaker
scolding us blaming us and our might,https://www.youtube.com/watch?v=F2e-HoCO62s,460.52,Speaker
give rise to Aion we have the mindness,https://www.youtube.com/watch?v=F2e-HoCO62s,464.24,Speaker
to recognize that when the no,https://www.youtube.com/watch?v=F2e-HoCO62s,467.0,Speaker
smells good,https://www.youtube.com/watch?v=F2e-HoCO62s,470.76,Speaker
a and the might likes it the heart likes,https://www.youtube.com/watch?v=F2e-HoCO62s,472.56,Speaker
it or sometime the heart very confused,https://www.youtube.com/watch?v=F2e-HoCO62s,475.48,Speaker
what kind of flower it is whenever there,https://www.youtube.com/watch?v=F2e-HoCO62s,479.64,Speaker
are curiosity arises we don't see the,https://www.youtube.com/watch?v=F2e-HoCO62s,482.4,Speaker
flower we observe our heart that our,https://www.youtube.com/watch?v=F2e-HoCO62s,486.0,Speaker
minds give rise to curiosity we see that,https://www.youtube.com/watch?v=F2e-HoCO62s,488.64,Speaker
Curiosity arise and Fall Away sometime,https://www.youtube.com/watch?v=F2e-HoCO62s,491.8,Speaker
we smell this order and it's very not,https://www.youtube.com/watch?v=F2e-HoCO62s,495.76,Speaker
very good the mice becomes irritated,https://www.youtube.com/watch?v=F2e-HoCO62s,500.04,Speaker
know the,https://www.youtube.com/watch?v=F2e-HoCO62s,503.2,Speaker
irritations that's how you Cate mindness,https://www.youtube.com/watch?v=F2e-HoCO62s,504.32,Speaker
in daily life,https://www.youtube.com/watch?v=F2e-HoCO62s,507.24,Speaker
simple principle is that you can let the,https://www.youtube.com/watch?v=F2e-HoCO62s,509.56,Speaker
six s dos make contact with the,https://www.youtube.com/watch?v=F2e-HoCO62s,513.52,Speaker
world as naturally add it is we don't,https://www.youtube.com/watch?v=F2e-HoCO62s,517.8,Speaker
forbet it to,https://www.youtube.com/watch?v=F2e-HoCO62s,521.08,Speaker
happen whatever the mind things we,https://www.youtube.com/watch?v=F2e-HoCO62s,522.96,Speaker
cannot forbid it to happen because the,https://www.youtube.com/watch?v=F2e-HoCO62s,525.52,Speaker
mind is a or nonself sometime you want,https://www.youtube.com/watch?v=F2e-HoCO62s,527.32,Speaker
to think of good things but sometime you,https://www.youtube.com/watch?v=F2e-HoCO62s,530.56,Speaker
think of bad things like departments and,https://www.youtube.com/watch?v=F2e-HoCO62s,533.56,Speaker
Cravings but whenever the Mind thinks,https://www.youtube.com/watch?v=F2e-HoCO62s,536.24,Speaker
negative,https://www.youtube.com/watch?v=F2e-HoCO62s,539.0,Speaker
the heness will take place the mind will,https://www.youtube.com/watch?v=F2e-HoCO62s,540.32,Speaker
gain some burden gain some weight and,https://www.youtube.com/watch?v=F2e-HoCO62s,543.12,Speaker
become compressed and tight we have to,https://www.youtube.com/watch?v=F2e-HoCO62s,545.72,Speaker
have the mindness to recognize that the,https://www.youtube.com/watch?v=F2e-HoCO62s,548.84,Speaker
M now is Mal longor the M bad but,https://www.youtube.com/watch?v=F2e-HoCO62s,550.88,Speaker
whenever the M develop wholesomeness we,https://www.youtube.com/watch?v=F2e-HoCO62s,554.64,Speaker
have to recognize that as well for,https://www.youtube.com/watch?v=F2e-HoCO62s,557.32,Speaker
example whenever see the,https://www.youtube.com/watch?v=F2e-HoCO62s,559.32,Speaker
Masters and the mice produce some,https://www.youtube.com/watch?v=F2e-HoCO62s,562.64,Speaker
raptures in PT instead of only observing,https://www.youtube.com/watch?v=F2e-HoCO62s,565.44,Speaker
the master we have we should observe,https://www.youtube.com/watch?v=F2e-HoCO62s,569.72,Speaker
that our minds develop some P or,https://www.youtube.com/watch?v=F2e-HoCO62s,571.92,Speaker
raptures or listen to Dr the minds gain,https://www.youtube.com/watch?v=F2e-HoCO62s,573.96,Speaker
some happiness do not just keep on,https://www.youtube.com/watch?v=F2e-HoCO62s,576.72,Speaker
listening on and on knows that your,https://www.youtube.com/watch?v=F2e-HoCO62s,579.04,Speaker
might develops some happiness that's how,https://www.youtube.com/watch?v=F2e-HoCO62s,581.88,Speaker
we Cate that how we train ourself and,https://www.youtube.com/watch?v=F2e-HoCO62s,584.56,Speaker
it's very important a lot of people,https://www.youtube.com/watch?v=F2e-HoCO62s,588.88,Speaker
ignore this part and they don't interest,https://www.youtube.com/watch?v=F2e-HoCO62s,590.64,Speaker
are not interested in practice,https://www.youtube.com/watch?v=F2e-HoCO62s,593.88,Speaker
differently and they ignore,https://www.youtube.com/watch?v=F2e-HoCO62s,596.56,Speaker
mindness in daily life even though,https://www.youtube.com/watch?v=F2e-HoCO62s,599.68,Speaker
Master said that this is the heart of,https://www.youtube.com/watch?v=F2e-HoCO62s,602.72,Speaker
the Dharma practice which is to,https://www.youtube.com/watch?v=F2e-HoCO62s,605.08,Speaker
cultivate mindfulness in daily life if,https://www.youtube.com/watch?v=F2e-HoCO62s,607.08,Speaker
we want to have the mindfulness in daily,https://www.youtube.com/watch?v=F2e-HoCO62s,609.76,Speaker
life we have to train ourselves to,https://www.youtube.com/watch?v=F2e-HoCO62s,612.68,Speaker
observe our heart whenever the I see,https://www.youtube.com/watch?v=F2e-HoCO62s,614.32,Speaker
forms and any change within our hearts,https://www.youtube.com/watch?v=F2e-HoCO62s,617.0,Speaker
like giving rise to Happiness and,https://www.youtube.com/watch?v=F2e-HoCO62s,619.8,Speaker
happiness wholesome and wholesomeness we,https://www.youtube.com/watch?v=F2e-HoCO62s,621.64,Speaker
have to have the mindfulness to,https://www.youtube.com/watch?v=F2e-HoCO62s,623.84,Speaker
recognize those phenomena for example,https://www.youtube.com/watch?v=F2e-HoCO62s,625.32,Speaker
see see beautiful women the might,https://www.youtube.com/watch?v=F2e-HoCO62s,628.0,Speaker
develop greed knows know so we don't,https://www.youtube.com/watch?v=F2e-HoCO62s,630.72,Speaker
have to act,https://www.youtube.com/watch?v=F2e-HoCO62s,634.04,Speaker
indifferent or try to I'll try to,https://www.youtube.com/watch?v=F2e-HoCO62s,636.4,Speaker
compress the Mind Till There is no,https://www.youtube.com/watch?v=F2e-HoCO62s,640.16,Speaker
feelings at all that's not how you Cate,https://www.youtube.com/watch?v=F2e-HoCO62s,643.08,Speaker
the mindfulness in daily life but that's,https://www.youtube.com/watch?v=F2e-HoCO62s,646.16,Speaker
all focusing you're all focusing in,https://www.youtube.com/watch?v=F2e-HoCO62s,648.32,Speaker
daily life and the mind will become,https://www.youtube.com/watch?v=F2e-HoCO62s,651.12,Speaker
stiff and tight like this,https://www.youtube.com/watch?v=F2e-HoCO62s,653.28,Speaker
monk your mind is tight and stiff you,https://www.youtube.com/watch?v=F2e-HoCO62s,655.52,Speaker
are,https://www.youtube.com/watch?v=F2e-HoCO62s,659.8,Speaker
overusing so we have to train to observe,https://www.youtube.com/watch?v=F2e-HoCO62s,661.4,Speaker
our feelings whenever they I see forms,https://www.youtube.com/watch?v=F2e-HoCO62s,665.24,Speaker
if the Happiness and happiness and and,https://www.youtube.com/watch?v=F2e-HoCO62s,669.16,Speaker
homeness arises be mindful when the ear,https://www.youtube.com/watch?v=F2e-HoCO62s,671.76,Speaker
is s nose smells the body feels the my,https://www.youtube.com/watch?v=F2e-HoCO62s,675.88,Speaker
things whenever homeness and H Happiness,https://www.youtube.com/watch?v=F2e-HoCO62s,680.2,Speaker
and happiness,https://www.youtube.com/watch?v=F2e-HoCO62s,683.6,Speaker
arises be mindful it all happens within,https://www.youtube.com/watch?v=F2e-HoCO62s,684.92,Speaker
your heart,https://www.youtube.com/watch?v=F2e-HoCO62s,688.72,Speaker
and when you,https://www.youtube.com/watch?v=F2e-HoCO62s,690.04,Speaker
think and it give rise to happiness,https://www.youtube.com/watch?v=F2e-HoCO62s,691.28,Speaker
inhabitance and wholesome wholeness be,https://www.youtube.com/watch?v=F2e-HoCO62s,693.68,Speaker
mindful it's not difficult but most,https://www.youtube.com/watch?v=F2e-HoCO62s,696.56,Speaker
people ignore it for example some uh a,https://www.youtube.com/watch?v=F2e-HoCO62s,698.88,Speaker
car cut cut cut in front of you,https://www.youtube.com/watch?v=F2e-HoCO62s,703.28,Speaker
and for those who not,https://www.youtube.com/watch?v=F2e-HoCO62s,708.84,Speaker
practiceing who doesn't practice for,https://www.youtube.com/watch?v=F2e-HoCO62s,711.48,Speaker
those who don't practice day would see,https://www.youtube.com/watch?v=F2e-HoCO62s,713.72,Speaker
what who is that but for dharm,https://www.youtube.com/watch?v=F2e-HoCO62s,716.56,Speaker
practitioners we see the version giving,https://www.youtube.com/watch?v=F2e-HoCO62s,719.72,Speaker
rise to our within our,https://www.youtube.com/watch?v=F2e-HoCO62s,722.12,Speaker
heart when people cut in front of your,https://www.youtube.com/watch?v=F2e-HoCO62s,727.2,Speaker
car and you are sending your mind out to,https://www.youtube.com/watch?v=F2e-HoCO62s,731.12,Speaker
see and give rise to aversion that's,https://www.youtube.com/watch?v=F2e-HoCO62s,734.84,Speaker
some marent thoughts that,https://www.youtube.com/watch?v=F2e-HoCO62s,738.16,Speaker
arising so to practice dma is actually,https://www.youtube.com/watch?v=F2e-HoCO62s,741.88,Speaker
not very difficult because we don't try,https://www.youtube.com/watch?v=F2e-HoCO62s,746.0,Speaker
to,https://www.youtube.com/watch?v=F2e-HoCO62s,748.88,Speaker
suppress ourself what the mind is like,https://www.youtube.com/watch?v=F2e-HoCO62s,749.72,Speaker
we know so know it as really is it's not,https://www.youtube.com/watch?v=F2e-HoCO62s,752.2,Speaker
difficult at all but it's not as simple,https://www.youtube.com/watch?v=F2e-HoCO62s,756.16,Speaker
as you think it as well because we not,https://www.youtube.com/watch?v=F2e-HoCO62s,759.28,Speaker
familiarize ourselves with observing our,https://www.youtube.com/watch?v=F2e-HoCO62s,762.36,Speaker
hearts it's difficult because we don't,https://www.youtube.com/watch?v=F2e-HoCO62s,765.44,Speaker
have this uh Habit to know to observe to,https://www.youtube.com/watch?v=F2e-HoCO62s,768.0,Speaker
observe the mind will no longer be,https://www.youtube.com/watch?v=F2e-HoCO62s,772.68,Speaker
difficult if you have this habit I don't,https://www.youtube.com/watch?v=F2e-HoCO62s,775.48,Speaker
practice a lot I I don't really train,https://www.youtube.com/watch?v=F2e-HoCO62s,778.64,Speaker
different methods but when I was young I,https://www.youtube.com/watch?v=F2e-HoCO62s,781.04,Speaker
only get the Comm and send my out to see,https://www.youtube.com/watch?v=F2e-HoCO62s,785.24,Speaker
different things and there's no,https://www.youtube.com/watch?v=F2e-HoCO62s,789.08,Speaker
substantial to it but when whenever once,https://www.youtube.com/watch?v=F2e-HoCO62s,790.88,Speaker
I met Master,https://www.youtube.com/watch?v=F2e-HoCO62s,793.8,Speaker
L he taught me to observe my mind I try,https://www.youtube.com/watch?v=F2e-HoCO62s,795.28,Speaker
to observe my,https://www.youtube.com/watch?v=F2e-HoCO62s,798.16,Speaker
mind I don't focus on the mind or,https://www.youtube.com/watch?v=F2e-HoCO62s,800.24,Speaker
guarding the mind to see whatever,https://www.youtube.com/watch?v=F2e-HoCO62s,804.56,Speaker
arising at try to look at it that's not,https://www.youtube.com/watch?v=F2e-HoCO62s,808.12,Speaker
right that's incorrect whenever you have,https://www.youtube.com/watch?v=F2e-HoCO62s,811.12,Speaker
intention to guarding the mind the mind,https://www.youtube.com/watch?v=F2e-HoCO62s,815.4,Speaker
will become tight and stiff that nothing,https://www.youtube.com/watch?v=F2e-HoCO62s,818.16,Speaker
resurfacing therefore you shouldn't uh,https://www.youtube.com/watch?v=F2e-HoCO62s,821.16,Speaker
try to look at it uh beforehand you let,https://www.youtube.com/watch?v=F2e-HoCO62s,824.68,Speaker
the feelings arises and then no so knows,https://www.youtube.com/watch?v=F2e-HoCO62s,828.12,Speaker
that feeling arises already do not try,https://www.youtube.com/watch?v=F2e-HoCO62s,832.16,Speaker
to uh wait for the phenomena to arise,https://www.youtube.com/watch?v=F2e-HoCO62s,834.88,Speaker
otherwise it will become ster and,https://www.youtube.com/watch?v=F2e-HoCO62s,839.88,Speaker
nothing there that's when you're,https://www.youtube.com/watch?v=F2e-HoCO62s,842.48,Speaker
controlling your mind not observing your,https://www.youtube.com/watch?v=F2e-HoCO62s,844.56,Speaker
mind we have to,https://www.youtube.com/watch?v=F2e-HoCO62s,848.68,Speaker
train if you can observe your heart,https://www.youtube.com/watch?v=F2e-HoCO62s,851.72,Speaker
proficiently enough then you'll know,https://www.youtube.com/watch?v=F2e-HoCO62s,855.32,Speaker
that Dharma practice is no longer,https://www.youtube.com/watch?v=F2e-HoCO62s,857.84,Speaker
difficult because you got the most,https://www.youtube.com/watch?v=F2e-HoCO62s,860.08,Speaker
important aspects of the Dharma practice,https://www.youtube.com/watch?v=F2e-HoCO62s,861.56,Speaker
which is your mind your heart to,https://www.youtube.com/watch?v=F2e-HoCO62s,863.72,Speaker
practice dma is actually to train our,https://www.youtube.com/watch?v=F2e-HoCO62s,867.2,Speaker
heart not the body for example walk in,https://www.youtube.com/watch?v=F2e-HoCO62s,869.44,Speaker
meditation some people want to train,https://www.youtube.com/watch?v=F2e-HoCO62s,872.72,Speaker
your body to walk in a particular manner,https://www.youtube.com/watch?v=F2e-HoCO62s,874.6,Speaker
actually that's not right we don't we,https://www.youtube.com/watch?v=F2e-HoCO62s,878.64,Speaker
don't try to train the body to walk in a,https://www.youtube.com/watch?v=F2e-HoCO62s,882.0,Speaker
beautiful manner actually you can walk,https://www.youtube.com/watch?v=F2e-HoCO62s,885.2,Speaker
any manner at in daily life you walk but,https://www.youtube.com/watch?v=F2e-HoCO62s,887.72,Speaker
the heart of Dharma practice is that,https://www.youtube.com/watch?v=F2e-HoCO62s,891.0,Speaker
your,https://www.youtube.com/watch?v=F2e-HoCO62s,893.36,Speaker
mind taught that whenever you get the,https://www.youtube.com/watch?v=F2e-HoCO62s,895.76,Speaker
mind you get the DH if you don't get the,https://www.youtube.com/watch?v=F2e-HoCO62s,898.84,Speaker
heart you don't get the D,https://www.youtube.com/watch?v=F2e-HoCO62s,901.32,Speaker
why because the DH arises from within,https://www.youtube.com/watch?v=F2e-HoCO62s,904.68,Speaker
the heart what are the DH there the,https://www.youtube.com/watch?v=F2e-HoCO62s,908.48,Speaker
first thing is UN wholeness do you know,https://www.youtube.com/watch?v=F2e-HoCO62s,912.0,Speaker
UNH horness arises from the the body the,https://www.youtube.com/watch?v=F2e-HoCO62s,914.8,Speaker
hands the feet no it arises from the,https://www.youtube.com/watch?v=F2e-HoCO62s,918.36,Speaker
heart What About horseness It doesn't,https://www.youtube.com/watch?v=F2e-HoCO62s,923.0,Speaker
arise from the hands or the abdomen or,https://www.youtube.com/watch?v=F2e-HoCO62s,925.96,Speaker
the breath is actually arises within the,https://www.youtube.com/watch?v=F2e-HoCO62s,928.56,Speaker
heart what about the attainment,https://www.youtube.com/watch?v=F2e-HoCO62s,931.2,Speaker
fr the frun doesn't,https://www.youtube.com/watch?v=F2e-HoCO62s,936.92,Speaker
arises from the mountains or rivers or,https://www.youtube.com/watch?v=F2e-HoCO62s,940.6,Speaker
the body actually within the mind if you,https://www.youtube.com/watch?v=F2e-HoCO62s,944.2,Speaker
keep observing the mind and having the,https://www.youtube.com/watch?v=F2e-HoCO62s,947.52,Speaker
mindfulness to guard the mind and take,https://www.youtube.com/watch?v=F2e-HoCO62s,951.04,Speaker
care of the Mind whatever the mind it is,https://www.youtube.com/watch?v=F2e-HoCO62s,953.2,Speaker
just knows it as it really is then,https://www.youtube.com/watch?v=F2e-HoCO62s,956.2,Speaker
you'll be able to see that all kinds of,https://www.youtube.com/watch?v=F2e-HoCO62s,959.6,Speaker
feelings change all the time,https://www.youtube.com/watch?v=F2e-HoCO62s,962.16,Speaker
