text,video_url,start_time_seconds,speaker
จะตกนรกไหมเนี่ยโทสะแรงเหลือเกิน,https://www.youtube.com/watch?v=ayYcDjr_a-E,73.04,Ajahn
หลวงพ่อบอกตก,https://www.youtube.com/watch?v=ayYcDjr_a-E,77.82,Ajahn
ถ้าปล่อยให้กิเลสครอบงำใจอยู่ไม่รู้จัก,https://www.youtube.com/watch?v=ayYcDjr_a-E,81.12,Ajahn
ชำระสะสาง,https://www.youtube.com/watch?v=ayYcDjr_a-E,84.96,Ajahn
ตายไปมันก็ไปตามกิเลสนั่น,https://www.youtube.com/watch?v=ayYcDjr_a-E,86.96,Ajahn
โทแรง,https://www.youtube.com/watch?v=ayYcDjr_a-E,90.72,Ajahn
ก็ตกนรกไป,https://www.youtube.com/watch?v=ayYcDjr_a-E,92.64,Ajahn
เพราะเวลาเรามีโทสะเราไม่มีความสุข,https://www.youtube.com/watch?v=ayYcDjr_a-E,95.22,Ajahn
เวลาจิตใจเกิดความโกรธตระกูลโทสะ,https://www.youtube.com/watch?v=ayYcDjr_a-E,99.78,Ajahn
จิตใจไม่มีความสุข,https://www.youtube.com/watch?v=ayYcDjr_a-E,103.92,Ajahn
ถ้าคุณโทสะมันก็กว้างนะ,https://www.youtube.com/watch?v=ayYcDjr_a-E,106.68,Ajahn
ยังโกรธ,https://www.youtube.com/watch?v=ayYcDjr_a-E,109.62,Ajahn
ขัดใจ,https://www.youtube.com/watch?v=ayYcDjr_a-E,111.72,Ajahn
อิจฉา,https://www.youtube.com/watch?v=ayYcDjr_a-E,114.12,Ajahn
ตระหนี่อะไร,https://www.youtube.com/watch?v=ayYcDjr_a-E,115.74,Ajahn
เวลาเราเกิดความรู้สึกตอนนี้,https://www.youtube.com/watch?v=ayYcDjr_a-E,117.6,Ajahn
เรานึกว่าราคะไม่ใช่หรอกสังเกตให้ดี,https://www.youtube.com/watch?v=ayYcDjr_a-E,120.18,Ajahn
เวลาเราหวงอะไรแล้วคนจะมาเอา,https://www.youtube.com/watch?v=ayYcDjr_a-E,123.6,Ajahn
จิตใจเราไม่มีความสุข,https://www.youtube.com/watch?v=ayYcDjr_a-E,127.26,Ajahn
อย่างตระกูลโทสะความตระหนี่,https://www.youtube.com/watch?v=ayYcDjr_a-E,129.36,Ajahn
เราสังเกตใจของเราไปโทสะเยอะ,https://www.youtube.com/watch?v=ayYcDjr_a-E,134.06,Ajahn
ว่าตกนรกตั้งแต่ยังไม่ทันจะตาย,https://www.youtube.com/watch?v=ayYcDjr_a-E,138.24,Ajahn
ตายไปมันก็ไปตกต่อ,https://www.youtube.com/watch?v=ayYcDjr_a-E,141.42,Ajahn
เราสังเกตใจของเราไปก็โทสะเยอะ,https://www.youtube.com/watch?v=L6aYBiBRNtQ,8.78,Ajahn
ว่าตกนรกตั้งแต่ยังไม่ทันจะตาย,https://www.youtube.com/watch?v=L6aYBiBRNtQ,13.14,Ajahn
ตายไปมันก็ไปตกต่อ,https://www.youtube.com/watch?v=L6aYBiBRNtQ,16.14,Ajahn
หรือถ้าเราโลภะเยอะนะมันก็เป็นพวก,https://www.youtube.com/watch?v=L6aYBiBRNtQ,19.08,Ajahn
ถ้าทิฐิเยอะมานะเยอะ,https://www.youtube.com/watch?v=L6aYBiBRNtQ,23.72,Ajahn
เข้าไปเป็นพวกอสุรกาย,https://www.youtube.com/watch?v=L6aYBiBRNtQ,27.3,Ajahn
ตัวที่ดีก็อยู่ในตระกูลราคะเหมือนกัน,https://www.youtube.com/watch?v=L6aYBiBRNtQ,30.14,Ajahn
แต่มันแยกหน้าตาออกไป,https://www.youtube.com/watch?v=L6aYBiBRNtQ,34.26,Ajahn
กิเลสแต่ละตระกูลมันก็มี,https://www.youtube.com/watch?v=L6aYBiBRNtQ,38.16,Ajahn
พรรคพวกมีลูกมีหลานแยกแยกออกไป,https://www.youtube.com/watch?v=L6aYBiBRNtQ,41.28,Ajahn
อย่างตะกูลโลภะก็มี,https://www.youtube.com/watch?v=L6aYBiBRNtQ,44.9,Ajahn
ราคะตั้งแต่ราคะอยากกามราคะ,https://www.youtube.com/watch?v=L6aYBiBRNtQ,49.1,Ajahn
ถึงแล้วค่าละเอียดรูปพาราค่ารูปพระราคะ,https://www.youtube.com/watch?v=L6aYBiBRNtQ,53.94,Ajahn
ติโลกติดใจในสมาบัติทั้งหลาย,https://www.youtube.com/watch?v=L6aYBiBRNtQ,57.84,Ajahn
หรือตัวทิฏฐิ,https://www.youtube.com/watch?v=L6aYBiBRNtQ,62.64,Ajahn
ตัวความคิดความเห็น,https://www.youtube.com/watch?v=L6aYBiBRNtQ,65.24,Ajahn
ยึดถือมั่นในความเห็นผิดทั้งหลาย,https://www.youtube.com/watch?v=L6aYBiBRNtQ,68.16,Ajahn
อันนั้นก็เป็นตระกูลโลภะเหมือนกัน,https://www.youtube.com/watch?v=L6aYBiBRNtQ,71.9,Ajahn
พวกโลภมากก็ไปเป็น,https://www.youtube.com/watch?v=L6aYBiBRNtQ,76.2,Ajahn
พวกทิธีมากก็ไปเป็นอสุรกาย,https://www.youtube.com/watch?v=L6aYBiBRNtQ,79.86,Ajahn
อสุรกายไม่รับส่วนบุญส่วนกุศลของใครทั้ง,https://www.youtube.com/watch?v=L6aYBiBRNtQ,84.14,Ajahn
สิ้น,https://www.youtube.com/watch?v=L6aYBiBRNtQ,87.84,Ajahn
ถ้าใครไปเกิดเป็นอสุรกาย,https://www.youtube.com/watch?v=L6aYBiBRNtQ,89.1,Ajahn
ใครทำบุญให้ก็ไม่รับ,https://www.youtube.com/watch?v=L6aYBiBRNtQ,91.56,Ajahn
เพราะจัดไม่รับอะไรของใคร,https://www.youtube.com/watch?v=L6aYBiBRNtQ,93.96,Ajahn
จิตใจเรามันไม่เคยหยุดความปรุงแต่ง,https://www.youtube.com/watch?v=ozqs5kc5SB0,8.96,Ajahn
ไม่เป็นธรรมดาอย่างนั้น,https://www.youtube.com/watch?v=ozqs5kc5SB0,13.68,Ajahn
มันก็ปรุงดีบ้างปรุงชั่วบ้าง,https://www.youtube.com/watch?v=ozqs5kc5SB0,17.76,Ajahn
พยายามจะไม่ปรุงบ้าง,https://www.youtube.com/watch?v=ozqs5kc5SB0,21.0,Ajahn
หมุนเวียนกันอยู่อย่างนี้ทั้งวัน,https://www.youtube.com/watch?v=ozqs5kc5SB0,23.72,Ajahn
เราคอยรู้เท่าทัน,https://www.youtube.com/watch?v=ozqs5kc5SB0,30.72,Ajahn
ความปรุงแต่ง,https://www.youtube.com/watch?v=ozqs5kc5SB0,33.0,Ajahn
ของจิตใจ,https://www.youtube.com/watch?v=ozqs5kc5SB0,34.92,Ajahn
ปรุงชั่วปรุง,https://www.youtube.com/watch?v=ozqs5kc5SB0,40.26,Ajahn
จนเคยชิน,https://www.youtube.com/watch?v=ozqs5kc5SB0,42.96,Ajahn
เดี๋ยวก็โลภเดี๋ยวก็โกรธ,https://www.youtube.com/watch?v=ozqs5kc5SB0,47.4,Ajahn
เดี๋ยวก็หลง,https://www.youtube.com/watch?v=ozqs5kc5SB0,50.28,Ajahn
รู้ทันเวลามันโลภขึ้นมาก็รู้มันโกรธขึ้น,https://www.youtube.com/watch?v=ozqs5kc5SB0,53.76,Ajahn
มาก็รู้มันหลงก็รู้,https://www.youtube.com/watch?v=ozqs5kc5SB0,57.54,Ajahn
คอยรู้ทันความปรุงแต่ง,https://www.youtube.com/watch?v=ozqs5kc5SB0,61.38,Ajahn
บางทีมันก็ปรุงดี,https://www.youtube.com/watch?v=ozqs5kc5SB0,66.06,Ajahn
เมื่อวาน,https://www.youtube.com/watch?v=ozqs5kc5SB0,69.2,Ajahn
หลวงพ่อตรวจการบ้านพระ,https://www.youtube.com/watch?v=ozqs5kc5SB0,71.28,Ajahn
ในนี้พระในนี้,https://www.youtube.com/watch?v=ozqs5kc5SB0,73.74,Ajahn
เรียนกับหลวงพ่อมา 20 กว่าปีแล้ว,https://www.youtube.com/watch?v=ozqs5kc5SB0,77.76,Ajahn
วันๆแล้วก็เอาแต่ปรุงแต่ง,https://www.youtube.com/watch?v=ozqs5kc5SB0,85.08,Ajahn
คอยควบคุมตัวเองบังคับ,https://www.youtube.com/watch?v=ozqs5kc5SB0,90.24,Ajahn
อย่างเวลาจะพูดต้องพูดเสียงหล่อๆ,https://www.youtube.com/watch?v=ozqs5kc5SB0,96.6,Ajahn
เสียงไม่เป็นธรรมชาติเสียงต้องรอ,https://www.youtube.com/watch?v=ozqs5kc5SB0,99.96,Ajahn
พวกเราก็เสียงให้สวยๆเวลาพวกผู้หญิง,https://www.youtube.com/watch?v=ozqs5kc5SB0,105.0,Ajahn
ผู้ชายก็ทำเสียงหล่อๆ,https://www.youtube.com/watch?v=ozqs5kc5SB0,111.06,Ajahn
จะทำ,https://www.youtube.com/watch?v=ozqs5kc5SB0,116.28,Ajahn
จะเคลื่อนไหวอะไร,https://www.youtube.com/watch?v=ozqs5kc5SB0,117.62,Ajahn
จะทำงานอะไร,https://www.youtube.com/watch?v=ozqs5kc5SB0,119.94,Ajahn
ก็เหมือนพระเอก,https://www.youtube.com/watch?v=ozqs5kc5SB0,123.48,Ajahn
อยู่ต่อหน้ากล้อง,https://www.youtube.com/watch?v=ozqs5kc5SB0,126.3,Ajahn
จะต้องให้ดูดี,https://www.youtube.com/watch?v=ozqs5kc5SB0,130.14,Ajahn
เหมือนเล่นหนังอยู่ตลอดเวลา,https://www.youtube.com/watch?v=ozqs5kc5SB0,132.42,Ajahn
เหมือนเขาถ่ายหนังผู้หญิงก็เป็นนะไม่ใช่,https://www.youtube.com/watch?v=ozqs5kc5SB0,136.08,Ajahn
เป็นแต่ผู้ชายหรอก,https://www.youtube.com/watch?v=ozqs5kc5SB0,139.02,Ajahn
ทำตัวเป็นดาราหน้ากล้องอยู่เรื่อยๆ,https://www.youtube.com/watch?v=ozqs5kc5SB0,142.14,Ajahn
เวลาจะพูดก็ทำเสียงหล่อเสียงสาว,https://www.youtube.com/watch?v=ozqs5kc5SB0,145.52,Ajahn
ให้สวยเสียงให้เสียงสวยๆ,https://www.youtube.com/watch?v=ozqs5kc5SB0,149.7,Ajahn
[เพลง],https://www.youtube.com/watch?v=ozqs5kc5SB0,154.92,Ajahn
ภาษาโบราณเขาเรียกมารยา,https://www.youtube.com/watch?v=ozqs5kc5SB0,159.6,Ajahn
มารยามาก,https://www.youtube.com/watch?v=ozqs5kc5SB0,163.02,Ajahn
เป็นคนธรรมดาให้เป็น,https://www.youtube.com/watch?v=ozqs5kc5SB0,167.34,Ajahn
ทำไงจะเป็นคนธรรมดาเป็น,https://www.youtube.com/watch?v=ozqs5kc5SB0,170.0,Ajahn
รู้ทันว่ากำลังมารยาอยู่,https://www.youtube.com/watch?v=ozqs5kc5SB0,173.18,Ajahn
กำลังคิดหรอก,https://www.youtube.com/watch?v=ozqs5kc5SB0,176.88,Ajahn
รู้ทันไป,https://www.youtube.com/watch?v=ozqs5kc5SB0,179.18,Ajahn
นี่เป็นความปรุงแต่งทั้งหมดเลย,https://www.youtube.com/watch?v=ozqs5kc5SB0,181.8,Ajahn
เวลาจะภาวนาก็เก๊กนะ,https://www.youtube.com/watch?v=ozqs5kc5SB0,185.16,Ajahn
ที่เป็นนักปฏิบัติ,https://www.youtube.com/watch?v=ozqs5kc5SB0,189.6,Ajahn
วางฟอร์ม,https://www.youtube.com/watch?v=ozqs5kc5SB0,191.96,Ajahn
จะเคลื่อนไหวจะขยับ,https://www.youtube.com/watch?v=ozqs5kc5SB0,194.16,Ajahn
จะพูดจะกินอะไร,https://www.youtube.com/watch?v=ozqs5kc5SB0,197.16,Ajahn
มันมีฟอร์มของนักปฏิบัติ,https://www.youtube.com/watch?v=ozqs5kc5SB0,200.82,Ajahn
เป็นนักปฏิบัติเดินก็ต้องไม่เดินเหมือนคน,https://www.youtube.com/watch?v=ozqs5kc5SB0,205.32,Ajahn
อื่นเขา,https://www.youtube.com/watch?v=ozqs5kc5SB0,208.26,Ajahn
นั่งก็ต้องนั่งไม่เหมือนคนอื่น,https://www.youtube.com/watch?v=ozqs5kc5SB0,209.7,Ajahn
ทำอะไรก็ต้องไม่เหมือนคนธรรมดา,https://www.youtube.com/watch?v=ozqs5kc5SB0,212.18,Ajahn
ความปรุงแต่งของจิตนั้นถ้าเราไม่รู้ทัน,https://www.youtube.com/watch?v=ozqs5kc5SB0,218.12,Ajahn
เราก็โดนมันครอบอยู่อย่างนี้,https://www.youtube.com/watch?v=ozqs5kc5SB0,221.1,Ajahn
ไม่สามารถ,https://www.youtube.com/watch?v=ozqs5kc5SB0,223.62,Ajahn
เอาชนะมันได้,https://www.youtube.com/watch?v=ozqs5kc5SB0,225.68,Ajahn
ก็เลยไม่ธรรมดาสักที,https://www.youtube.com/watch?v=ozqs5kc5SB0,229.02,Ajahn
ฝ่ายชั่ว,https://www.youtube.com/watch?v=ozqs5kc5SB0,231.68,Ajahn
ก็อย่างที่เล่า,https://www.youtube.com/watch?v=ozqs5kc5SB0,233.88,Ajahn
ทำไปด้วยอำนาจของราคะโทสะโมหะ,https://www.youtube.com/watch?v=ozqs5kc5SB0,236.3,Ajahn
ฝ่ายดีก็ทำด้วยอำนาจของโลภะเหมือนกันราคะ,https://www.youtube.com/watch?v=ozqs5kc5SB0,240.86,Ajahn
แต่รักไม่ใช่กามราคะ,https://www.youtube.com/watch?v=ozqs5kc5SB0,245.52,Ajahn
อยากดีอยากได้มรรคได้ผลอยากถึงพระนิพพาน,https://www.youtube.com/watch?v=ozqs5kc5SB0,248.52,Ajahn
มันก็มาจากความอยากทั้งนั้นแหละ,https://www.youtube.com/watch?v=ozqs5kc5SB0,255.84,Ajahn
จะปรุงดีหรือปรุงชั่ว,https://www.youtube.com/watch?v=ozqs5kc5SB0,259.62,Ajahn
มันก็เกิดจากตัณหา,https://www.youtube.com/watch?v=ozqs5kc5SB0,262.56,Ajahn
ให้ความปรุงของจิตใจนั้น,https://www.youtube.com/watch?v=ozqs5kc5SB0,267.18,Ajahn
คือสิ่งที่เรียกว่าภพ,https://www.youtube.com/watch?v=ozqs5kc5SB0,270.18,Ajahn
เราจะสร้างภพ,https://www.youtube.com/watch?v=ozqs5kc5SB0,274.44,Ajahn
ของตัวเองอยู่ตลอดเวลา,https://www.youtube.com/watch?v=ozqs5kc5SB0,276.42,Ajahn
ตอนนี้,https://www.youtube.com/watch?v=ozqs5kc5SB0,280.02,Ajahn
เป็นผู้บริหารบริษัทสร้างภพ,https://www.youtube.com/watch?v=ozqs5kc5SB0,282.12,Ajahn
ต้องวางฟอร์มอย่างนี้,https://www.youtube.com/watch?v=ozqs5kc5SB0,285.56,Ajahn
แต่งตัวอย่างนี้กินอย่างนี้พูดอย่างนี้,https://www.youtube.com/watch?v=ozqs5kc5SB0,287.96,Ajahn
ตอนนี้เป็นอาจารย์ก็ต้องแต่งตัวอย่างนี้,https://www.youtube.com/watch?v=ozqs5kc5SB0,293.18,Ajahn
วางฟอร์มอย่างนี้พูดอย่างนี้,https://www.youtube.com/watch?v=ozqs5kc5SB0,298.14,Ajahn
กระทั่งเป็นพระ,https://www.youtube.com/watch?v=ozqs5kc5SB0,304.2,Ajahn
พระก็ต้องทำให้ดูดีดูเรียบร้อยความฟอร์ม,https://www.youtube.com/watch?v=ozqs5kc5SB0,306.54,Ajahn
ให้ดูเป็นพระ,https://www.youtube.com/watch?v=ozqs5kc5SB0,310.74,Ajahn
ได้พยายามปรุงปรุงให้ดูดี,https://www.youtube.com/watch?v=ozqs5kc5SB0,314.58,Ajahn
ลึกๆลงไปมันคือความรักตัวเอง,https://www.youtube.com/watch?v=ozqs5kc5SB0,318.74,Ajahn
มันไม่ได้ทำให้เกิดสติเกิดปัญญาอะไรหรอก,https://www.youtube.com/watch?v=ozqs5kc5SB0,322.92,Ajahn
การที่เรานั่งปรุงตัวเอง,https://www.youtube.com/watch?v=ozqs5kc5SB0,326.22,Ajahn
ให้ดีดูดี,https://www.youtube.com/watch?v=ozqs5kc5SB0,328.86,Ajahn
คอยรู้ทันไปที่ปรุงดีนี่แหละ,https://www.youtube.com/watch?v=ozqs5kc5SB0,332.88,Ajahn
ติด,https://www.youtube.com/watch?v=ozqs5kc5SB0,336.62,Ajahn
แก้ยากกว่าปรุงชั่วอีก,https://www.youtube.com/watch?v=ozqs5kc5SB0,338.6,Ajahn
ปรุงช่วยจิตนั้นเดี๋ยวก็ปรุงโกรธปรุงโลภ,https://www.youtube.com/watch?v=ozqs5kc5SB0,341.6,Ajahn
ปรุงหลงอะไรขึ้นมา,https://www.youtube.com/watch?v=ozqs5kc5SB0,345.42,Ajahn
นี่เรารู้ว่าเป็นของไม่ดี,https://www.youtube.com/watch?v=ozqs5kc5SB0,347.34,Ajahn
เราก็ละง่ายถ้ามันมองเห็นง่าย,https://www.youtube.com/watch?v=ozqs5kc5SB0,350.28,Ajahn
อย่างเวลาโกรธใช่ไหมหน้าตาเราก็เป็นยักษ์,https://www.youtube.com/watch?v=ozqs5kc5SB0,354.84,Ajahn
เป็นมารเสียงเราก็สั่นโกรธมากเสียงสั่น,https://www.youtube.com/watch?v=ozqs5kc5SB0,357.9,Ajahn
เลย,https://www.youtube.com/watch?v=ozqs5kc5SB0,362.64,Ajahn
เอะอะโวยวายอะไร,https://www.youtube.com/watch?v=ozqs5kc5SB0,363.56,Ajahn
มันดูน่าเกลียด,https://www.youtube.com/watch?v=ozqs5kc5SB0,366.26,Ajahn
ในขณะที่ปรุงดีมันดูน่าดูมันดูดี,https://www.youtube.com/watch?v=ozqs5kc5SB0,369.24,Ajahn
ไม่ได้ปรุงชั่ว,https://www.youtube.com/watch?v=ozqs5kc5SB0,374.7,Ajahn
อย่างรู้ทันได้ง่ายละได้ง่ายกว่าปรุงดี,https://www.youtube.com/watch?v=ozqs5kc5SB0,376.92,Ajahn
แต่ไม่ว่าปรุงดีหรือปรุงชั่วแล้วมันก็,https://www.youtube.com/watch?v=ozqs5kc5SB0,382.56,Ajahn
เริ่มมาจากตัณหาเหมือนกันอยาก,https://www.youtube.com/watch?v=ozqs5kc5SB0,385.32,Ajahn
ดีของตัวเองด้วย,https://www.youtube.com/watch?v=ozqs5kc5SB0,389.78,Ajahn
อย่าให้คนอื่นเห็นว่าเราดีด้วย,https://www.youtube.com/watch?v=ozqs5kc5SB0,392.34,Ajahn
มีหลายอย่าง,https://www.youtube.com/watch?v=ozqs5kc5SB0,395.58,Ajahn
ลึกลงไปก็คือมันมีเราอยู่,https://www.youtube.com/watch?v=ozqs5kc5SB0,398.1,Ajahn
มันมีความหลงผิด,https://www.youtube.com/watch?v=ozqs5kc5SB0,402.08,Ajahn
ว่าตัวเรามีอยู่จริงๆ,https://www.youtube.com/watch?v=ozqs5kc5SB0,404.96,Ajahn
เหมือนตัวเรามีอยู่,https://www.youtube.com/watch?v=ozqs5kc5SB0,408.12,Ajahn
ถ้าเรารู้สึกขึ้นมา,https://www.youtube.com/watch?v=ozqs5kc5SB0,412.02,Ajahn
จะปฏิบัติธรรมก็ต้องทำให้ดี,https://www.youtube.com/watch?v=ozqs5kc5SB0,415.08,Ajahn
ก็สนองความเป็นตัวตนนั่นแหละ,https://www.youtube.com/watch?v=ozqs5kc5SB0,419.22,Ajahn
ให้โลภโกรธหลงแล้วมันก็สนองความเป็นตัวตน,https://www.youtube.com/watch?v=ozqs5kc5SB0,422.46,Ajahn
เหมือนกัน,https://www.youtube.com/watch?v=ozqs5kc5SB0,425.46,Ajahn
ความเป็นตัวตนนั้นมันถูกพิทักษ์รักษาเอา,https://www.youtube.com/watch?v=ozqs5kc5SB0,429.8,Ajahn
ไว้,https://www.youtube.com/watch?v=ozqs5kc5SB0,433.14,Ajahn
วางฟอร์มให้ดูดี,https://www.youtube.com/watch?v=ozqs5kc5SB0,434.78,Ajahn
ลึกๆลงไป,https://www.youtube.com/watch?v=ozqs5kc5SB0,439.04,Ajahn
ปกป้องตัวตนเอาไว้,https://www.youtube.com/watch?v=ozqs5kc5SB0,441.36,Ajahn
เมื่อเฝ้ารู้เฝ้าดูเฝ้าสังเกต,https://www.youtube.com/watch?v=ozqs5kc5SB0,450.54,Ajahn
ตัวเองเป็นลำดับๆไป,https://www.youtube.com/watch?v=ozqs5kc5SB0,453.6,Ajahn
เมื่อไหร่จะธรรมดา,https://www.youtube.com/watch?v=ozqs5kc5SB0,457.32,Ajahn
คนในโลกไม่มีธรรมดาหรอก,https://www.youtube.com/watch?v=ozqs5kc5SB0,462.9,Ajahn
คนทั้งโลกหาคนธรรมดายากมาก,https://www.youtube.com/watch?v=ozqs5kc5SB0,466.26,Ajahn
อย่างเวลาเราโกรธจิตใจเราก็เสียความเป็น,https://www.youtube.com/watch?v=ozqs5kc5SB0,471.18,Ajahn
ธรรมดาไป,https://www.youtube.com/watch?v=ozqs5kc5SB0,474.3,Ajahn
เวลาเราโลภจิตใจก็เสียความเป็นธรรมดา,https://www.youtube.com/watch?v=ozqs5kc5SB0,476.46,Ajahn
เวลาหลงจิตก็เสียความเป็นธรรมดา,https://www.youtube.com/watch?v=ozqs5kc5SB0,480.66,Ajahn
เวลาอยากดีพยายามบังคับตัวเองควบคุมตัว,https://www.youtube.com/watch?v=ozqs5kc5SB0,484.98,Ajahn
เองแล้วก็เสียความเป็นธรรมดา,https://www.youtube.com/watch?v=ozqs5kc5SB0,489.48,Ajahn
เลยถูกปิดบังเอาไว้ด้วยความปรุงแต่งที่,https://www.youtube.com/watch?v=ozqs5kc5SB0,495.26,Ajahn
ไม่ธรรมดา,https://www.youtube.com/watch?v=ozqs5kc5SB0,499.92,Ajahn
คนทั้งโลกมันไม่ธรรมดาหรอกมันถูกกิเลส,https://www.youtube.com/watch?v=ozqs5kc5SB0,501.6,Ajahn
ปรุงแต่งอยู่,https://www.youtube.com/watch?v=ozqs5kc5SB0,505.44,Ajahn
แล้วมันไม่เคยรู้ไม่เคยเห็น,https://www.youtube.com/watch?v=ozqs5kc5SB0,506.84,Ajahn
อาศัยเราได้ยินได้ฟังธรรมะภาคปฏิบัติเรา,https://www.youtube.com/watch?v=ozqs5kc5SB0,510.32,Ajahn
รู้,https://www.youtube.com/watch?v=ozqs5kc5SB0,514.68,Ajahn
พัฒนาสติขึ้นมารู้ทันเข้าไป,https://www.youtube.com/watch?v=ozqs5kc5SB0,516.08,Ajahn
ตอนนี้จิตไม่ธรรมดาแล้ว,https://www.youtube.com/watch?v=ozqs5kc5SB0,519.84,Ajahn
ไม่ธรรมดาเพราะกิเลส,https://www.youtube.com/watch?v=ozqs5kc5SB0,522.66,Ajahn
ฝ่ายชั่วตกต่ำเลยโลภโกรธหลง,https://www.youtube.com/watch?v=ozqs5kc5SB0,525.92,Ajahn
หรือไม่ธรรมดาเพราะอยากดี,https://www.youtube.com/watch?v=ozqs5kc5SB0,530.4,Ajahn
ปรุงดีหรือปรุงชั่วเหมือนกับปรุงแต่ง,https://www.youtube.com/watch?v=ozqs5kc5SB0,535.8,Ajahn
รู้ลงไปเรื่อยๆรู้ทันความปรุงแต่ง,https://www.youtube.com/watch?v=ozqs5kc5SB0,542.04,Ajahn
แล้ววันหนึ่งก็จะ,https://www.youtube.com/watch?v=ozqs5kc5SB0,546.02,Ajahn
พ้นจากความปรุงแต่งได้,https://www.youtube.com/watch?v=ozqs5kc5SB0,549.0,Ajahn
ถ้าเราไม่รู้ทันความปรุงแต่ง,https://www.youtube.com/watch?v=ozqs5kc5SB0,554.22,Ajahn
เราก็มีแต่ปรุงแต่งมากขึ้นมากขึ้น,https://www.youtube.com/watch?v=ozqs5kc5SB0,557.34,Ajahn
ปรุงไปตามความเคยชินเคยชั่วก็ปรุงชั่ว,https://www.youtube.com/watch?v=ozqs5kc5SB0,561.48,Ajahn
บ่อย,https://www.youtube.com/watch?v=ozqs5kc5SB0,564.72,Ajahn
เป็นนักปฏิบัติก็ปรุงการวางฟอร์มเป็นนัก,https://www.youtube.com/watch?v=ozqs5kc5SB0,566.64,Ajahn
ปฏิบัติ,https://www.youtube.com/watch?v=ozqs5kc5SB0,569.94,Ajahn
ปรุงทั้งนั้น,https://www.youtube.com/watch?v=ozqs5kc5SB0,570.92,Ajahn
แต่พอเรารู้ทันถึงจุดหนึ่ง,https://www.youtube.com/watch?v=ozqs5kc5SB0,573.42,Ajahn
ความปรุงแต่งเกิดเรามีสติรู้,https://www.youtube.com/watch?v=ozqs5kc5SB0,576.54,Ajahn
จิตใจจะเป็นอิสระจากความปรุงแต่ง,https://www.youtube.com/watch?v=ozqs5kc5SB0,579.56,Ajahn
อย่างมันโกรธขึ้นมาเรารู้ว่าโกรธ,https://www.youtube.com/watch?v=ozqs5kc5SB0,584.18,Ajahn
จิตใจก็จะเป็นอิสระจากความโกรธ,https://www.youtube.com/watch?v=ozqs5kc5SB0,587.96,Ajahn
ความโกรธมาครอบงำจิตไม่ได้แล้ว,https://www.youtube.com/watch?v=ozqs5kc5SB0,592.14,Ajahn
มาบงการพฤติกรรม,https://www.youtube.com/watch?v=ozqs5kc5SB0,596.04,Ajahn
ทางกายวาจาใจไม่ได้ทางใจคือบงการความคิด,https://www.youtube.com/watch?v=ozqs5kc5SB0,599.18,Ajahn
อย่างเราโกรธคนสักคนเราก็คิดไม่ดีกับเขา,https://www.youtube.com/watch?v=ozqs5kc5SB0,603.5,Ajahn
ความโกรธมันบงการความคิด,https://www.youtube.com/watch?v=ozqs5kc5SB0,608.04,Ajahn
วงการคำพูดเช่นไปด่าเขาอะไร,https://www.youtube.com/watch?v=ozqs5kc5SB0,612.54,Ajahn
วงการการกระทำเช่นไปตีเขา,https://www.youtube.com/watch?v=ozqs5kc5SB0,616.92,Ajahn
ความโลภก็บ่งการพฤติกรรม,https://www.youtube.com/watch?v=ozqs5kc5SB0,622.74,Ajahn
