text,video_url,start_time_seconds,speaker
มันยัง,https://www.youtube.com/watch?v=ZFH3h7FxqIE,217.2,Ajahn
มี,https://www.youtube.com/watch?v=ZFH3h7FxqIE,219.16,Ajahn
รึกอาการรู้สึก,https://www.youtube.com/watch?v=ZFH3h7FxqIE,221.72,Ajahn
อ่ะ awar  to  Let  It  Be สังเกตมผมเห็น,https://www.youtube.com/watch?v=ZFH3h7FxqIE,224.2,Ajahn
เมื่อกี้ผมพูดรูปเวทนาสัญญาสังขารอะไร,https://www.youtube.com/watch?v=ZFH3h7FxqIE,228.84,Ajahn
เงี้ยผมพูดเรื่องเราเห็นจิต,https://www.youtube.com/watch?v=ZFH3h7FxqIE,232.16,Ajahn
[เพลง],https://www.youtube.com/watch?v=ZFH3h7FxqIE,234.72,Ajahn
เกิดเราไม่เห็นเพราะว่ารักษาอาการ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,236.08,Ajahn
ลหลงเรา,https://www.youtube.com/watch?v=ZFH3h7FxqIE,245.84,Ajahn
รู้จะพัฒนาขึ้นอีกเราเห็นทุกสภาวะเกิดดับ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,247.76,Ajahn
ได้แล้วในขันธ 5 เนี่ยมีอกขันนึง in  the ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,252.4,Ajahn
 Five  aggregate  One  aggregate  That ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,256.16,Ajahn
 you  don't  see ก็คือสมาธิหรือตัวรู้,https://www.youtube.com/watch?v=ZFH3h7FxqIE,258.92,Ajahn
ของเรา,https://www.youtube.com/watch?v=ZFH3h7FxqIE,262.24,Ajahn
เนี่ย holding  them  keeping ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,263.84,Ajahn
 maintaining  them  you  need  to  let ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,266.52,Ajahn
 go  let  it ใเรา,https://www.youtube.com/watch?v=ZFH3h7FxqIE,268.16,Ajahn
ต้องการแต่ตอนมีตัวนึงที่เราไม่เห็นจเรา,https://www.youtube.com/watch?v=ZFH3h7FxqIE,274.24,Ajahn
รักษาความรู้สึกตัวไว้ตัวรู้,https://www.youtube.com/watch?v=ZFH3h7FxqIE,278.92,Ajahn
ไว้ต้องกล้าให้มันหลู้ The  No  you  need ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,281.68,Ajahn
 to เราหน้าเมันต้องไม่มีส่วนใดส่วนหนึง,https://www.youtube.com/watch?v=ZFH3h7FxqIE,287.68,Ajahn
ที่เลย of  Should  Be  constant เขใ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,292.52,Ajahn
 You ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,299.76,Ajahn
 Understand ถ้าเข้าใจแล้วก็ if  you  can ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,301.28,Ajahn
 understand  Go  And ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,304.36,Ajahn
 observe อย่ากลัวหลงนะ Don't  Be  Afraid ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,307.4,Ajahn
 of  wondering  Of เรารู้ be เพที่จะหลง,https://www.youtube.com/watch?v=ZFH3h7FxqIE,310.8,Ajahn
อีก Only  to  Wonder  Off  and  wonder ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,315.16,Ajahn
 Off  Only  to  know  Again ใชรู้ๆๆตลอด,https://www.youtube.com/watch?v=ZFH3h7FxqIE,319.12,Ajahn
 not  know  and  know  and ตลอดอย่าง,https://www.youtube.com/watch?v=ZFH3h7FxqIE,322.24,Ajahn
เงี้ก็,https://www.youtube.com/watch?v=ZFH3h7FxqIE,324.12,Ajahn
คือ All  Time  you  forget  and  Lost ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,325.72,Ajahn
 in  controlling  maintaining จุดอื่น,https://www.youtube.com/watch?v=ZFH3h7FxqIE,330.16,Ajahn
ไม่มีอะไรแล้ว There's  no  other ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,333.4,Ajahn
 problem พอใช้ได้อยู่นะเดินมาจนถึงนี้ือ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,340.44,Ajahn
ว่า PR  far  is ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,343.8,Ajahn
 commendable หลงได้ You  can  forget ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,349.72,Ajahn
หลงแล้วรู้เอา,https://www.youtube.com/watch?v=ZFH3h7FxqIE,352.56,Ajahn
 foret  and  your  mind  will  be  More ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,355.2,Ajahn
 Natural การจงใจรักษาความรู้สึกตัวเนี่ย,https://www.youtube.com/watch?v=ZFH3h7FxqIE,358.12,Ajahn
 If  you  try  To  Hold  to  maintain ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,361.0,Ajahn
 the  awareness  it  Won  be  100% ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,363.68,Ajahn
 Natural ความอยากรู้สึกตัวทำให้เรารักษา,https://www.youtube.com/watch?v=ZFH3h7FxqIE,366.8,Ajahn
เ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,370.56,Ajahn
มันเป็นโลภะ To  Be  aware  This  Is ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,371.28,Ajahn
 greed อย่างนี้สบายกว่า This  Is  Better ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,376.28,Ajahn
 do  you  feel ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,379.68,Ajahn
 it ส่วนที่เหลือใน,https://www.youtube.com/watch?v=ZFH3h7FxqIE,387.64,Ajahn
 it  will  be  clear  in ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,391.04,Ajahn
 time ไม่ต้องค้นคว้า Don't  need  to ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,393.72,Ajahn
 inv  Let  It  Be  naturally ทำไป stay ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,397.24,Ajahn
 with  your  home งานน่ะเดี๋ยวจุดจุดนึง,https://www.youtube.com/watch?v=ZFH3h7FxqIE,401.96,Ajahn
มันก็จะพบ will  see มันเผลอได้ That  it ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,404.76,Ajahn
 can  W  Off เผลอได้ถึงจะดี it  can ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,408.6,Ajahn
 forget  That's  Good มันจะได้เห็นจิต so ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,411.84,Ajahn
 you  can  see  the  No เห็นความไม่,https://www.youtube.com/watch?v=ZFH3h7FxqIE,415.44,Ajahn
เที่ยงของวิญญาณขันธ์ rise  and  fall ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,417.44,Ajahn
 The  impermanence  of  The  aggregate ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,420.76,Ajahn
 of ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,423.36,Ajahn
 consciousness  That's ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,424.48,Ajahn
 All  5 ป็น,https://www.youtube.com/watch?v=ZFH3h7FxqIE,435.12,Ajahn
 ho8  ood ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,440.92,Ajahn
 have  study  for  eight  Years  and ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,458.68,Ajahn
 Never  Take  the  courses  I  Practice ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,461.96,Ajahn
 formally  by  watching  The  Feeling ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,465.76,Ajahn
 during  The  Day  i  chant  Remind ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,469.08,Ajahn
 myself  To  Be  aware  continuously ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,471.88,Ajahn
 and  Sit  meditate  The  question  is ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,474.84,Ajahn
 I  sensitive  to  the  Energy  outside ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,477.76,Ajahn
 and  i  get  The  Impact  of  those ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,480.8,Ajahn
 easily  I  ask  for  your  Advice จิต,https://www.youtube.com/watch?v=ZFH3h7FxqIE,483.52,Ajahn
มันส่งออกนอกมันก็เลยรับพลัง your  mind ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,486.68,Ajahn
 S  Out  That's  why  you  can  detect ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,489.36,Ajahn
 them  Easy ใจมันไม่ค่อยอยู่ mind  is ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,491.72,Ajahn
 not  at  yourself ใลๆกระแสของใจอ่ะมันส,https://www.youtube.com/watch?v=ZFH3h7FxqIE,494.64,Ajahn
 The  Flow  of  your  mind  always ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,498.48,Ajahn
 sending  Out  Around  you ลองๆทดลองเอา,https://www.youtube.com/watch?v=ZFH3h7FxqIE,499.96,Ajahn
จิตจับที่ลม Let  your ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,504.2,Ajahn
 mind ใจตามลมเข้าไปิ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,506.44,Ajahn
 ins พอก่อนอ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,513.4,Ajahn
 Stop รู้สึกถึงความไม่เหมือนกัน you ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,516.6,Ajahn
 feel  the ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,519.28,Ajahn
 differ ตอนเเริ่ม,https://www.youtube.com/watch?v=ZFH3h7FxqIE,532.88,Ajahn
เื่อน outside ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,537.24,Ajahn
มันคล้ายๆเหมือนมหลอดไฟอ่ะแล้วก็แสงของ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,541.88,Ajahn
หลอดไฟอ่ะมันออกทุกด้านเลยใจของงั้นน่ะ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,545.12,Ajahn
กระแสมันออก expand ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,549.16,Ajahn
 Around อย่าสนใจสิ่งเหล่านี้เลยไม่ได้,https://www.youtube.com/watch?v=ZFH3h7FxqIE,552.96,Ajahn
ช่วยทำให้ชีวิ Be  interested  In  This ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,555.96,Ajahn
 ST แต่ตัวจิตซึ่งไม่ใช่เรามันชอบ your ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,559.6,Ajahn
 mind ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,563.8,Ajahn
มาให้เราเห็นไม่,https://www.youtube.com/watch?v=ZFH3h7FxqIE,565.36,Ajahn
ได้แล้วยิ่งสน,https://www.youtube.com/watch?v=ZFH3h7FxqIE,568.36,Ajahn
ใจเนี่ยดูสิสนใจตัวเองสนใจแต่พลังงาน,https://www.youtube.com/watch?v=ZFH3h7FxqIE,572.72,Ajahn
 interested  in  yourself  interested ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,577.84,Ajahn
 More  on  the  outside  Stuff  External ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,580.12,Ajahn
 Stuff จิตห้ามไม่ได้หรอก it  cannot ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,587.6,Ajahn
 help  your  mind  Is  Like  This จะให้,https://www.youtube.com/watch?v=ZFH3h7FxqIE,590.4,Ajahn
มันไม่ออกเนี่ย you  cannot  Control มัน,https://www.youtube.com/watch?v=ZFH3h7FxqIE,593.24,Ajahn
มีหลักสำคัญอันนึงนะ there  is  the ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,597.08,Ajahn
 Principle สิ่งใดที่ใจมันจะย mind มัน,https://www.youtube.com/watch?v=ZFH3h7FxqIE,601.16,Ajahn
ต้องเห็นโของสิ่งนั้น you  need  to  see ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,605.32,Ajahn
 the ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,608.88,Ajahn
 disadvantages ถ้าตัวจิตเองไม่เห็นโทษ If ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,610.08,Ajahn
 the  mind  don't  see ของสิ่งนั้นไม่ว,https://www.youtube.com/watch?v=ZFH3h7FxqIE,612.88,Ajahn
 of  That  Thing  it  Won  let  go แต่,https://www.youtube.com/watch?v=ZFH3h7FxqIE,617.08,Ajahn
ว่าโดยหลักการ in  Principle อาจารย์,https://www.youtube.com/watch?v=ZFH3h7FxqIE,619.88,Ajahn
กรรมฐานก็จะแนะนำ Master  tell  Students ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,622.56,Ajahn
 This  is  not  the  Part ยิ่งอออกนอก,https://www.youtube.com/watch?v=ZFH3h7FxqIE,626.52,Ajahn
เนี่ยยิ่งรู้ The  More  it  will ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,630.32,Ajahn
 clearer  you การเห็นตัวเอง are  f  and ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,634.36,Ajahn
 f  away  from  seeing  yourself ให้รู้,https://www.youtube.com/watch?v=ZFH3h7FxqIE,638.64,Ajahn
ทันว่า Just  be  aware กลับมาทวนรู้ตัว,https://www.youtube.com/watch?v=ZFH3h7FxqIE,640.8,Ajahn
เชอบ see  that  the  mind  Like  It  The ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,644.32,Ajahn
 mind  got  got  interested  In  This ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,648.32,Ajahn
ลองพิจารณาดูซิอะไรอยู่เบื้องหลัง,https://www.youtube.com/watch?v=ZFH3h7FxqIE,652.24,Ajahn
 discover  What  is วิจอ่ะออกข้างนอก,https://www.youtube.com/watch?v=ZFH3h7FxqIE,654.76,Ajahn
ตลอดเวลา,https://www.youtube.com/watch?v=ZFH3h7FxqIE,658.56,Ajahn
 U ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,674.76,Ajahn
 ting ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,678.24,Ajahn
 .  ang  ng  princi ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,685.56,Ajahn
คือเขารู้สึกว่าเอ่อพนางานที่เหมือใว่า,https://www.youtube.com/watch?v=ZFH3h7FxqIE,690.8,Ajahn
เขาอครับ TR  try  Try  To  Make  deny ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,696.16,Ajahn
 It  Push ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,701.52,Ajahn
 Back มันมี 2 มุมนะ There  Are  Two ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,707.12,Ajahn
 angles มี 2 มุมก็คือ angles พลังงานภาย,https://www.youtube.com/watch?v=ZFH3h7FxqIE,712.56,Ajahn
นอกเนี่ยมีทั้งดีทั้งไม่ดีใช ener ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,716.44,Ajahn
เราไม่ได้เราไม่ได้ว่าไม่ชอบทุกอย่างเรา,https://www.youtube.com/watch?v=ZFH3h7FxqIE,719.96,Ajahn
แคไม่ชอบพลังงานที่ไม่,https://www.youtube.com/watch?v=ZFH3h7FxqIE,723.44,Ajahn
ดีดีก็อย่าชอบ you  love  Good  Energy ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,726.12,Ajahn
 outside  you  need  to  see ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,729.04,Ajahn
 clearly มันมีหัวใจสำคัญนะ So  One เรา,https://www.youtube.com/watch?v=ZFH3h7FxqIE,732.2,Ajahn
ชอบสิ่งใด Heart  of เราจะนั้น whatever ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,735.84,Ajahn
 you  like  you  will  Flow  to  it ชอบ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,740.16,Ajahn
สิ่งใด whatever  you  hate เราก็ไหลไปหา,https://www.youtube.com/watch?v=ZFH3h7FxqIE,741.92,Ajahn
สิ่ง you  Also  Flow  to เราไม่สนใจเรา,https://www.youtube.com/watch?v=ZFH3h7FxqIE,743.88,Ajahn
เป็นกากับสิ่ง and  don't  care สิ่งนั้น,https://www.youtube.com/watch?v=ZFH3h7FxqIE,747.44,Ajahn
มีอยู่ก็มันไม่มี even  though  EX  Is ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,750.44,Ajahn
 Are  non มีมีหลาย,https://www.youtube.com/watch?v=ZFH3h7FxqIE,754.76,Ajahn
อย่างใจผมจะไม่ My  Mind  Won  Flow  to ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,762.08,Ajahn
 any  of ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,765.2,Ajahn
 them ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,778.12,Ajahn
จอันนี้เพะว่าเขาไม่ได้,https://www.youtube.com/watch?v=ZFH3h7FxqIE,790.4,Ajahn
รฐนไปตามความเคย,https://www.youtube.com/watch?v=ZFH3h7FxqIE,799.48,Ajahn
 Natural มันเรื่อยๆอบย,https://www.youtube.com/watch?v=ZFH3h7FxqIE,803.28,Ajahn
เกงยิ่งออกก็ยิ่ง,https://www.youtube.com/watch?v=ZFH3h7FxqIE,809.44,Ajahn
ไปควบคุมมันนะ Control  them ืมันหน่อย Go ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,815.04,Ajahn
 against  them ผมเข้าใจเรา I  understand ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,818.88,Ajahn
 you เพราะนิสัยผม Because  My  habit ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,822.4,Ajahn
 Also  Love ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,826.24,Ajahn
 outside แต่ว่า,https://www.youtube.com/watch?v=ZFH3h7FxqIE,828.0,Ajahn
 but แต่บอกตามออกนอกไม่ใช่,https://www.youtube.com/watch?v=ZFH3h7FxqIE,832.36,Ajahn
ทางออกนอกนะ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,836.04,Ajahn
เร็วกว่านี้,https://www.youtube.com/watch?v=ZFH3h7FxqIE,839.44,Ajahn
อีกจิต,https://www.youtube.com/watch?v=ZFH3h7FxqIE,843.0,Ajahn
รู้ The  mind  can  know  one  object ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,846.44,Ajahn
 at  a  time จะออกนอก If  you  send ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,849.12,Ajahn
 your  mind  outside  it  will  know ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,852.0,Ajahn
 only  one  thing มันออกไปดูของ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,854.0,Ajahn
น Won  Our  own  Body  and  mind โอกาส,https://www.youtube.com/watch?v=ZFH3h7FxqIE,857.08,Ajahn
ในการหรือเจริญ suffering  understand ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,860.76,Ajahn
 suffering  and  develop  Wisdom  will ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,864.8,Ajahn
 be ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,867.2,Ajahn
 lesson ผมออกนอกน้อยลงกว่าสมัยก่อนเพรา,https://www.youtube.com/watch?v=ZFH3h7FxqIE,868.04,Ajahn
ว่าทุษมากขึ้นไปตามลำ Less  and  Less ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,870.88,Ajahn
 Because  I  GR  see  suffering  this ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,874.24,Ajahn
 is  my  own ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,876.76,Ajahn
 example ของเราก็เหมือน,https://www.youtube.com/watch?v=ZFH3h7FxqIE,878.6,Ajahn
กันเรา One  Day เห็นทุกข์เห็นทมา,https://www.youtube.com/watch?v=ZFH3h7FxqIE,880.88,Ajahn
 suffering ว่าออกไปจริงๆก็ไม่มีอะไรหรอก,https://www.youtube.com/watch?v=ZFH3h7FxqIE,885.92,Ajahn
 when  you  send  it  out  Nothing คือ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,889.04,Ajahn
อะไรรู้มยพลังงานนที่เราสัมผัสทั้งหมด,https://www.youtube.com/watch?v=ZFH3h7FxqIE,891.24,Ajahn
 exer อารมณ์นั่น,https://www.youtube.com/watch?v=ZFH3h7FxqIE,894.8,Ajahn
เอง mind  mental  object ก็ไม่ได้ต่าง,https://www.youtube.com/watch?v=ZFH3h7FxqIE,897.48,Ajahn
จากเหร,https://www.youtube.com/watch?v=ZFH3h7FxqIE,900.72,Ajahn
 E ยิเสียงไกกับ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,906.16,Ajahn
สัานทั้งหลายก็คือ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,909.28,Ajahn
อมถ้าจะใช้ประโยชนจากมันเมื่อ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,914.96,Ajahn
กระทสั,https://www.youtube.com/watch?v=ZFH3h7FxqIE,921.64,Ajahn
ไม่ดีจิตกลัวให้รู้จิตมีะให้,https://www.youtube.com/watch?v=ZFH3h7FxqIE,929.36,Ajahn
รู้พังงาน,https://www.youtube.com/watch?v=ZFH3h7FxqIE,934.32,Ajahn
นั้น and  AF  The  afraid  see  the ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,936.28,Ajahn
 Fear  in  your  mind พลังงานที่ดี If ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,940.68,Ajahn
 conta  with  Good  Energy  outside  You ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,943.16,Ajahn
 might  Like  It  Be  aware  of  the ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,945.64,Ajahn
 liking  In  This  Angle  it  could ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,947.96,Ajahn
 help แต่ที่ดีที่สุดก็คือ The ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,950.72,Ajahn
 Best  be ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,953.76,Ajahn
 aware  How  your  mind  sending  Out ,https://www.youtube.com/watch?v=ZFH3h7FxqIE,955.44,Ajahn
สู้เอานะไม่ง่ายหรอก,https://www.youtube.com/watch?v=ZFH3h7FxqIE,965.32,Ajahn
อด,https://www.youtube.com/watch?v=ZFH3h7FxqIE,987.92,Ajahn
