text,video_url,start_time_seconds,speaker
ตัวเองให้ชัดเจนนะดูให้มันขาดเลยขณะนี้ มันกุศลหรืออกุศลกันแน่ที่ครอบงำจิตใจเรา อยู่เนี่ยนะถ้าเราดูขาดนะเวลาเราภาวนานะ นั่งสมาธิก็จะเป็นกุศลเดินก็เป็นกุกุศลนะ คือทำไปด้วยความมีสติไม่ได้ทำด้วย กิเลสพอเข้าใจมยนี่คือหลักเลย นะ,https://www.youtube.com/watch?v=Pa3Ost9SWYQ,192.88,Ajahn
ถ้าสวดคาถาเงินล้านแล้วอยากได้นะจิตไม่มี พลัง นะสวดไปงั้นแหละได้มันก็ได้มีบุญเก่ามา มันก็ได้เองแหละแล้วไม่เคยทำอะไรมาเลยไป สวดให้ตายมันก็ไม่ได้หรอกนะยังไงมันก็ อยู่ใต้ขวดแห่งกรรมคาถาเงินล้านก็ไม่ต่าง กับคถาคาถาอื่นนะถ้าใจเรามีกรรมฐานสักอัน นึงอย่างเราบริกรรมคาถาเงินล้านเรื่อยๆใจ ไม่วอกแวกหนีไปที่อื่นนะใจก็สงบแต่ถ้า บริกรรมคาถาเงินล้านแล้วก็อยากได้เงิน ล้านใจจะไม่สงบนะให้ให้บริกรรมไปด้วยใจ ธรรมดาถ้าทำด้วยใจโลภไม่ได้กินหรอกนะใช้ ไม่ได้เคาถาคาถาเงินหมื่นคาถาเงินแสนอะไร,https://www.youtube.com/watch?v=Qbu7yzeNwXQ,10.64,Ajahn
ก็เหมือนกันหมดแล้วนะสุดท้ายก็ต้องไปทำมา หากินถึงจะได้เงิน นะทำไปนะท่องไปคาถาเงินล้านเพราะว่าเรา ชอบถ้าเราชอบเราก็ท่องไว้อยู่กับอารมณ์ ที่ชอบใจมันสงบง่ายแต่อย่าอยากนะถ้าใจไม่ เป็นกลางใจไม่มีวันสงบหรอกท่องคาถาไปแล้ว ก็อยากโน้นอยากนี้อยากรวยอะไรเงี้ยไม่สงบ นะเพราะงั้นตัวที่ทำให้เราสงบเป็นกลาง นะ อ,https://www.youtube.com/watch?v=Qbu7yzeNwXQ,57.92,Ajahn
ปฏิบัติถูกใจมัน ต้องสาดมากขึ้น อะไเห็นแ่ตัวน้อย ลงยึดน้อย ลงถ้ายึดแล้วก็ปล่อยเร็วขึ้นอะไร เงี้จากทุกข์มากก็ทุกข์ น้อยจากทุกข์ยาวก็ทุกข์สั้นจากยึดมากก็ ยึด,https://www.youtube.com/watch?v=nLtRuptP8Ns,8.64,Ajahn
น้อยภาระทาง ใจต้องค่อยๆลดลงไปตามลำดับ ไงปฏิบัติถูก เนี่ยใจมันจะไม่ จมลงไปใน โลกเต็มที่เหมือนคนที่ไม่ได้ ปฏิบัติงั้นพวกเราก็วัดตัวเองก็ ได้ ถ้ายิ่งปฏิบัติยิ่งสร้างความดียิ่งทำบุญ ทำกุศล แล้วจิตหนักมาก,https://www.youtube.com/watch?v=nLtRuptP8Ns,54.6,Ajahn
ขึ้นยึด ถือสิ่งต่างๆมาก ขึ้นทุกข์มากขึ้นทุกข์ง่าย ขึ้น น่าจะไม่ถูก อ่ะ,https://www.youtube.com/watch?v=nLtRuptP8Ns,102.32,Ajahn
เพะงั้นเส้นทางนี้นะเราจะต้อง ฝึกฝึกให้มีศีลอัตโนมัติฝึกจนกระทั่งเรา ได้สมาธิอัตโนมัติแล้วการที่เราคอยดูเกิด ดับไปเรื่อยๆวันนึงมันเห็นเกิดดับโดยไม่ เจตนานั่นน่ะปัญญา อัตโนมัติทีแรกมันยังไม่อัตโนมัติหรอกนะ ดูบ่อยบ่อยๆไปก็ไปมันอัตโนมัติน่ะไม่ได้ เจตนาจะรู้สึกมันก็รู้สึกไม่ได้เจตนาจะ เห็นสภาวะมันก็เห็นนะเปัญญาอัตโนมัติมัน เกิดะเมื่อศีลอัตโนมัติสมาธิอัตโนมัติ ปัญญาอัตโนมัติทำงานอยู่อย่างเงี้ยเราขาด ตัวสำคัญไปนะตัวนี้มันถูกทำลายไปคือตัว,https://www.youtube.com/watch?v=JAZLbOXSKAU,8.48,Ajahn
โลภ เจตนานะโลภะ เจตนาอย่างเราถือศีลมีความโลภซ่อนอยู่ อยากได้เป็นคนดีอยากเป็นเทวดานะทำสมาธิก็ มีความโลภซ่อนอยู่นะอยากมีฤทธิ์มีเดชอยาก ไปเป็นพระพรหมอย่างเงี้ยเจริญปัญญาก็อยาก รอบรู้อยากแตกฉานในเนี้ยกิเลสแทรกอยู่นะ ก็กิเลสแทรกอยู่นะจิตใจก็ยังจะดิ้นรน สร้างภพสร้างชาติต่อ ไปงั้นแต่ถ้าเราภาวนาจนกระทั่งศีลอาตมัต สมาธิอัตโนมัติปัญญาอัตโนมัติคือเห็น ไตรลักษณ์โดยไม่เจตนาจะเห็นนะตรงเเราไม่ มีเจตนานะไม่มีความ โลภเจตนาที่เจือด้วยความโลภเรียกว่าโลภ,https://www.youtube.com/watch?v=JAZLbOXSKAU,56.48,Ajahn
เจตนาโลภเจตนาเนี่ยเป็นเจตนาทางจิตใจนะ เป็นเจตนาทางจิตใจมันทำให้จิตใจเเกิดการ ทำงานการทำงานของจิตใจนั้นเรียกว่าภพ งั้นไอ้ตัวโลภเจตนาซึ่งมันเป็นเจตนาทางใจ นะมันมีชื่อ นะชื่ออะไรว่ามโนสัญญเจตนาเจตนาทางใจ มโนสัญเจตนาหาร ภพไวเรียบร้อยละนะก็ไม่เกิดโลกุตตระเพราะ มันเกิดภพซะแล้ว แต่ถ้าศีลอัตโนมัติสมาธิอัตโนมัติปัญญา,https://www.youtube.com/watch?v=JAZLbOXSKAU,105.76,Ajahn
อัตโนมัติไม่มีโลภเจตนานะเมื่อขาดเจตนานะ ที่เจือด้วยโลภะตัวเนี้ยจิตก็จะไม่ดิ้นรน นะไม่ปรุงแต่งต่อจิตจะเข้าถึงความเป็น กลางจิตจะสักว่ารู้สักว่าเห็นพวกเราชอบ พูดนะสักว่ารู้ว่าเห็นนะมันยากมากนะกว่า จะสักว่ารู้ว่าเห็นจริงนะนอกนั้นก็พูดแต่ ปากะมันไม่สักว่ารู้รู้ว่าเห็นหรอกสักว่า รู้ว่าเห็นได้เนี่ยมันต้องเดินปัญญาจนแก่ รอบเต็มทีแล้วนะมันถึงจะสักว่ารู้ว่าเห็น เป็นกลางจริงๆนะเป็นการกลางต่อรูปธรรม นามธรรมต่อสังขารทั้งหลายทั้งปวงด้วย ปัญญายิ่งคือการที่เราเห็นไตรลักษณ์ของ รูปธรรมนามธรรมทั้งหลายนันนะจนกระทั่งจิต,https://www.youtube.com/watch?v=JAZLbOXSKAU,154.84,Ajahn
เข้าสู่ความเป็นกลางตัวนี้เรียกว่า สังขารุเปกขาญาณนะมีปัญญานะทำให้เกิดความ เป็นกลางต่อความปรุงแต่งทั้งหลายทั้งปวง สุขทุกข์ดีชั่วเี่เสมอกันเมื่อมันเสมอกัน นะมันจิตมันก็ไม่ดิ้นรนต่อไม่ปรุงแต่งต่อ เมื่อจิตมันไม่ปรุงแต่งจิตมันก็เข้าสู่ ภาวะที่พ้นจากความปรุง แต่ง,https://www.youtube.com/watch?v=JAZLbOXSKAU,203.4,Ajahn
เมื่อ เชชว่า ทำไมเป็นวา นะไม่เหมือน ตอน ที่ริงการ บวชมันก็บชแค่เปลี่ยนเครื่อง แบบเราก็คเดิม นการ บความ สะดวกจะ,https://www.youtube.com/watch?v=DsEDrsovW8A,2.48,Ajahn
ปฏิบัตไม่ต้องห่ว เรื่องไม่ต้องมีปัญหาเร่ เร หลวง พ่อ พ่อสเป็นพระบชเข้ามามันก็เป็นแค ราวา สิเลวจหลับการ,https://www.youtube.com/watch?v=DsEDrsovW8A,48.24,Ajahn
ปิในตน พระ กับ ทำ,https://www.youtube.com/watch?v=DsEDrsovW8A,94.32,Ajahn
ได้ไม่แพ้พระ หรอก ตั้งคำถทำจะตั้ง มัมันมีคำว่าอะไคำว่า,https://www.youtube.com/watch?v=DsEDrsovW8A,148.76,Ajahn
ธทำไมถึงทำไม่ ได้เป็น อัเราไปทำให้ มันชอบไม่ได้ ห ที่ ตมัน อาร อย่างหลวงพ่อตอน,https://www.youtube.com/watch?v=DsEDrsovW8A,195.88,Ajahn
เอารมที่ทำแล้วมีความ สข สวะ ิต ฟิต ฟุ้ คุ้ขุมากขึ้นไป อก,https://www.youtube.com/watch?v=DsEDrsovW8A,241.84,Ajahn
ทำ ประง ส มหอะไรไม่รู้เร่อง หมดไม่ต้องคิดว่าจะ้ยังไม่ต้องคิดว่าจะ แก้ไขยัง,https://www.youtube.com/watch?v=DsEDrsovW8A,298.56,Ajahn
ไงจิตฟุ้ง ซ่านว่ามืด มรู้ทันเข้าไปของตัว เองจิตไม่ชอบ าม จิตอยากได้ คจิตอยากได้ความ สว่างรู้ลง ไปมันยินดีข้างหนึมันยินร้ายข้าง หน ส้ายกับความ ฟุงยินดี ในในความไม่ฟุ้งซ่านสใน ความมีความยินดียินิด,https://www.youtube.com/watch?v=DsEDrsovW8A,345.4,Ajahn
ขึ้นเมื่อเกิดความยินดียิร้าจิต งานมาก ขึ้นจิตกลับทำงานมาก ขึ้นแล้วจิตเราไม่สงบเราให้ สงบอย่าทำอย่างนี้มัน ยตด้นัแหละ ทำแต่ถ้าเราตัด ที่ว่าไม่ ชอบความไม่ชอบดับจิตเป็น กลาง อยู่จิตมันเป็นกลางได้มันตั้งมั่น,https://www.youtube.com/watch?v=DsEDrsovW8A,392.88,Ajahn
อัตโนมัติอยู่แล้ว ล่ะตั้งมัมันเป็นกลางขึ้นมาก็เอื้อให้ เกิด ปัญญาปัญญาทำหน้า า ตามร พอรู้ทัน,https://www.youtube.com/watch?v=DsEDrsovW8A,439.24,Ajahn
แล้วถ้า เราแตของ ก็ตก็ สงบ ตั้งง นั่ง สมาธิสมาธิ ฝึกททกเสของรุ นี้อาศัยสติ,https://www.youtube.com/watch?v=DsEDrsovW8A,486.6,Ajahn
นะิต ความตั้งั คือการใช ปญาปัญา น เรืพระ พุทเรื่องของการทำ สมาธิปัญหาก็คือคนส่วนใหญ่ทำสมาธิแล้วมัน ขึ้นปัญญาไม่ ได้ิ สงบเกบของนักปฏิบัตนะไม่ทำสมาธิ,https://www.youtube.com/watch?v=DsEDrsovW8A,531.96,Ajahn
ส เราอย รู้ตแล้วอยู่ไหนแม่เราแล้วไปอยู่ที่ ไหนอยากรู้ตนาแล้วก็ใจ ู้ช่วงแรกกำลัง ของอรู้อ เห็นชัดเนถูก ต้องแต่ต่อ ไปจิต มันเร่ม เข้ากว่านกว่าคนอื่นรู้หมดเลย,https://www.youtube.com/watch?v=DsEDrsovW8A,590.52,Ajahn
ในง มากกต่อไปเวลาจิตมัน สอย่าไปตามใจมันตามใจสเห็น ฟุอีกหนต่อตนาทางแก้ ไขแก้ ไขพุทโธเร็วๆเดนจงลงเร็วทำยึก,https://www.youtube.com/watch?v=DsEDrsovW8A,637.44,Ajahn
ังว่า จตมันมันได้ วา เกิดรู้อะไรก็ รู้ ดีคุยกับ,https://www.youtube.com/watch?v=DsEDrsovW8A,685.04,Ajahn
เทวดา ทำคาม ทำในหัวสมอง มี ถว่าทำ ได้ ส ตั้ง,https://www.youtube.com/watch?v=DsEDrsovW8A,736.16,Ajahn
มั่นตั้งมั รอยตั้งมั รรู้ทความยินดี คามเวลากุศลเกิดบุญเกิดนะมีความ สุขยินดีรู้ทยิน ร้ายนะ ก็ทำ จะ นะง,https://www.youtube.com/watch?v=DsEDrsovW8A,781.72,Ajahn
แล้วรู้ทัน นะความดีแล คาม กิตรอบขึ้นมาดขึ้น มาตอยากไม่ บ ส [เพลง] รู้รู้ว่าไม่ ชอบรู้ว่ามัน อยากู้ตัวนี้ ให้ะจิไม่ดีเมื่อจิตไม่ตายจะเป็นต,https://www.youtube.com/watch?v=DsEDrsovW8A,828.88,Ajahn
ิตเป็น กเป็น้เป็นของ สมาิ,https://www.youtube.com/watch?v=DsEDrsovW8A,877.0,Ajahn
วิีให้จิต สงบไม่ต้องแก้ ิติไม่สง าม ขอนาเ นะมาดูกาย,https://www.youtube.com/watch?v=DsEDrsovW8A,922.16,Ajahn
ไว้อสมาธิ แล้วหล ว,https://www.youtube.com/watch?v=DsEDrsovW8A,968.88,Ajahn
ิิ เรา ความตั้งมั่นเอา ไว้นี้ต้องก้า มากจำนนมากนะคจำนมาก เลยองผู้รู้ไวรักาผู้รู้ ไวสิ่งที่ถูก รู้แต่ในตัว เราส่ง ที่ นี้เห็น มคือจิตที่เราบังับ ไว้ว่าถ้ามันไม่ควบคุมไว้แล้วเดี๋ยวมัน,https://www.youtube.com/watch?v=DsEDrsovW8A,1014.12,Ajahn
ไม่ถ้าเราฝึก สมาธิไม่ยินดีไม่ยน้าย จตทำไปเรื่อยๆจิตจะมีกำลังมเด่นดวงขึ้นมา ถากนั้นรักษาจิตไว้ รักษิต 100ก ทั้งเจริญปัญญาได้เลยนะเห็นจับเห็นนนเห็น,https://www.youtube.com/watch?v=DsEDrsovW8A,1062.36,Ajahn
็น เห็นอหล พชเขเจอหลวงพ่อหลวงพ่อในร้านอาหาร ริมะ เห็น ็น ็น,https://www.youtube.com/watch?v=DsEDrsovW8A,1115.12,Ajahn
ท็นนะ เห็นตัวที่เห็นตัว บับิตให้ นิ่ง อยู่อยากู้เห็นอยากให้จิตรู้ ถิดความ ยินดีพอใจ ที่ยินร้ายไม่พอ ใจไม่เป็นกลางต่อความุส่าคัวอย่า,https://www.youtube.com/watch?v=DsEDrsovW8A,1161.6,Ajahn
รู้ เให้รู้เข้าไป นะอง รักาใที่ยังมี การขันธ์ตัว ็น มีรูปให้เห็นก็เห็นรู้จิตยินดี,https://www.youtube.com/watch?v=DsEDrsovW8A,1214.2,Ajahn
ย เสียง รู้รับรู้เสียต่อมา เกิดกมีจิตเกิดขึ้นที่จกที่ามูกรับรู้ กิ เรา ติดิดนิ่งเฉยๆตาเห็น รูปอันนี้ใชไม่,https://www.youtube.com/watch?v=DsEDrsovW8A,1263.48,Ajahn
ได้ ที่ักเรามีสมาธิ แล้วนะ ต่างอย่ารักษา จเราไม่มีหน้าที่ รักษาผู้ที่จะรักษาจิตคือ สติเป็น ักหน้าที่ของ สตสตทำหน้าที่รักาคุ้ครองรักษาิตเราไม่ ต้องไป รักนิ่งๆอยู่ตัว ทำผิด นะตตรงที่เราจะเจริญ ปญาต,https://www.youtube.com/watch?v=DsEDrsovW8A,1311.8,Ajahn
เห็นคามร อะไ ใความรู้สึกอะไรแก ปลมเนี่ยตากระทบรู้ิตเสียง รู้ได้ยินเสียง รู้จมูกได้กลิ่น กระทเกิดควเปี่ยนแปลรู้ ทู้กระทเสจมูกกระทบกลิ่นกระทบรสกายกระทบ สัมผัสใจกระทบธอารมณ์ นิ่งเฉยนินทั้งวทั้ง,https://www.youtube.com/watch?v=DsEDrsovW8A,1358.0,Ajahn
คืปัญญาไม่เกิด ไม่ิด เรายสำห ที่ถ้าพวก ดาย เป็นแ่าตุขัน น้ำนั้นเข ดด,https://www.youtube.com/watch?v=DsEDrsovW8A,1406.0,Ajahn
เห็นไม่ ได้ตัว นี้ [เพลง] แล้ว ก็นสบู้ถสงแล้ว ยันต,https://www.youtube.com/watch?v=DsEDrsovW8A,1453.28,Ajahn
ร ามก็ไม่ตกอยู่ของ ราคะเราไปตหารูป นแม้สติมันาจิตด้วย วิแต่ถ้าเรารักษาจิตคือไปทำ,https://www.youtube.com/watch?v=DsEDrsovW8A,1526.68,Ajahn
จิตอย่าไปรักษาจิตๆเราไม่ต้องรักาจิตเรา ฝึกสติรักผู้รักา จิถเรา รักษา ัฐแต่ถ้า เรามี ้วแต่ทางสาย กลห จมูกเกิด ความี่กุศลทั้งหลาย ที่,https://www.youtube.com/watch?v=DsEDrsovW8A,1572.96,Ajahn
อย่า เรา คขคามสขเิด ตั้,https://www.youtube.com/watch?v=DsEDrsovW8A,1626.12,Ajahn
า กระทความสุขเกิดขึ้นจิต ก็ตเป็น กั้เร่มทำ สเจริญ ปัญญปัญญาแก่ขึ้นจริงๆ นะจิตจะเป็น กลางกลางโดยไม่ ต้อง เ,https://www.youtube.com/watch?v=DsEDrsovW8A,1676.52,Ajahn
ตทั้งหลายทั้งปวงนะเกิดขึ้นตั้งอยู่ดับไป ไม่อยู่ใน บังคาปัญญา ู้จะรู้ทันิตตัวเอง นะ ตั้งหิตอดนั่งความ สขความสุขก็ตกอยู่,https://www.youtube.com/watch?v=DsEDrsovW8A,1730.52,Ajahn
ิตมีปัญญา แล้ว ปกชคามสุขเนี่ยจตไปมีรบ้างมีโทสะ บ้างอยากได้ความสุขก็ รัก คามุครนี้ เห็น คักจิตก็หมดความหิวในความสุขหมดความหิวใน ความความเกียดชังในความ ทุกข์หมดความดิ้ หาความ,https://www.youtube.com/watch?v=DsEDrsovW8A,1783.0,Ajahn
สุขที่จะประคับประอง รักาที่ จะนเป็นสุขานเป็น ทุกขชอแต่ปัญญามันเกิด มันเดี๋ยวเสียแรงเที่ยวสวงหาเสียแรง เที่ยว รักษาที่เที่ย สว ปัหาที่พายามรักษาไว้ด้วยอำนาของภวะ ตัณหาที่เราความทุกข์อยากให้หมดไปสิ้นไป เรกว่า ตาพอมีตัณหานะจิตก็จะดิ้นให,https://www.youtube.com/watch?v=DsEDrsovW8A,1832.24,Ajahn
ด้ความสุขยังไม่มาก็แสวงหา สุขที่จะรักาความทุกข์เกิดขึ้นก็ดิ้น รนทำย ไง อกความ้ นลตัณหาเป็นผู้สร้างพพมันสร้างด้วยวิธี นี้มีตัณหาเกิด ขึ้นเกิดการดิ้น ของมีคามทันเลยนะ,https://www.youtube.com/watch?v=DsEDrsovW8A,1880.24,Ajahn
มีึห แก แล้วต้อง แล้วคาม ปึคามปุ สงั้นตงที่พระองค์หนึท่านบรรลพระอรหันต์ นะแล้วท่านก็อทานว่าทั้งหลายสงบเสสนี้คือ ความ จตทั้งปรุดีปรุ ชวความไม่ ปรุงคือคาม ปรุงใดที่จปแตต,https://www.youtube.com/watch?v=DsEDrsovW8A,1927.68,Ajahn
เกิดความปแตช่เราก็เกิดมนเวียนอยู่ในข้าง อกุศลนะข้างที่เป็นอุ ภูมิ แต่งดับที่ยังเพลิดเพลินใน รูปเราก็ เป็นเป็นความปุแต่ง ใู้ตอใจในความสุขความสาสมาบ สมา รปปเป็นภูมิธรของ,https://www.youtube.com/watch?v=DsEDrsovW8A,1975.0,Ajahn
ขึ้พวกเรา ค่อยรู้ ทันั้งมา ก้งอุต้องใกลางกับมันไว้เดี๋ยวมัน ใ แล้ว,https://www.youtube.com/watch?v=DsEDrsovW8A,2021.52,Ajahn
ไม่ คามิ อารถ้าไม่รู้ทันคามสุขเกิดขึ้นดิ้นรนจะ รักษาความสุขหายไปเสียเสใอยากให้มันคืน มา ไงจิตตอน นี้ส อังเกิดขึ ธเมื่อไหรก็คือสน,https://www.youtube.com/watch?v=DsEDrsovW8A,2075.2,Ajahn
ขึ้นก็คือปรุงขึ้นมาพูดภาษาพวก เรา ทำขึ้น มาพอรู้ทันไป ด้วย มาาแ่นไม่ ได้สุขทุข์ดีช อะไได้สุขทุกขก็เสมอกัน คักดีกับ ชั่วให้ทำดีอย่า ทำชแต่ในขั้นของการเญ,https://www.youtube.com/watch?v=DsEDrsovW8A,2121.24,Ajahn
จิตมันก็เลิก ปรงมันเลิกปุงแต่งได้ ถ้าัน สมาแดัก จ่ก็เมอ กันจิตที่หยความ ปสัมผัสพระนิพพานในขณะนั้น เลยไม่ต้องให้ตายแล้วสัพระนิพาน ไม่ต้องรอ เข้าสมผัสต่อหน้าต่อตา,https://www.youtube.com/watch?v=DsEDrsovW8A,2180.52,Ajahn
แหละก็เคย ฝหลวง ปู่ หวง พ่อส้าท่าเไม่ข้างในอมาข้าง น หัก ตู้บว่าเข้าถึงเป็นกลางากทูกทั้งปเป็น กลางเป็น กลางขนาดสิ่งที่เป็นคู่ กันรไม่ยึดไม่จับจู้,https://www.youtube.com/watch?v=DsEDrsovW8A,2231.0,Ajahn
ไม่จับทั้งผู้รู้ไม่ับสิ่งที่รู้จิตรวม ปบนะไม่มีความ คิด เวา สงงแต่ ว่าแล้วพอจิตถ อ น,https://www.youtube.com/watch?v=DsEDrsovW8A,2277.16,Ajahn
